Game Turn, Player, City, Food Adv., Prod. Adv., Construct, Order Source
182, 1, LOC_CITY_NAME_AKSHAK, , CONTRACT 6327, SUBMITTED, NO_UNIT, BUILDING_SEWER, NO_DISTRICT, VALUE 119.0, Build City Building
185, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 5992, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 26.0, Unknown
185, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 6087, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 24.0, Unknown
185, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 6089, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 170.0, Unknown
185, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 6091, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 169.0, Unknown
185, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 6132, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 34.0, Unknown
185, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 6173, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 30.0, Unknown
185, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 6176, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 22.0, Unknown
185, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 6178, FAILED, NO_UNIT, BUILDING_BROADCAST_CENTER, NO_DISTRICT, VALUE 414.7, Unknown
185, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 6311, FAILED, NO_UNIT, BUILDING_BROADCAST_CENTER, NO_DISTRICT, VALUE 363.7, Unknown
185, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 6390, IN PROGRESS, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 1373.0, Settle City Op
185, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 6391, IN PROGRESS, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 902.0, Siege City Assault
185, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 6438, COMPLETED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 4192.0, Siege City Assault
185, 6, LOC_CITY_NAME_SALVADOR, , , BUILDING_STAR_FORT, Default Specialization, , , Value 663.9
185, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 6311, FAILED, NO_UNIT, BUILDING_BROADCAST_CENTER, NO_DISTRICT, VALUE 363.7, Unknown
185, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 6390, IN PROGRESS, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 1373.0, Settle City Op
185, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 6391, IN PROGRESS, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 902.0, Siege City Assault
185, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 6438, COMPLETED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 4192.0, Siege City Assault
185, 6, LOC_CITY_NAME_PORTO_ALEGRE, , , BUILDING_STAR_FORT, Default Specialization, , , Value 675.0
185, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 6482, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 4192.0, Siege City Assault
185, 6, LOC_CITY_NAME_FORTALEZA, , CONTRACT 6482, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 4192.0, Siege City Assault
185, 6, LOC_CITY_NAME_BELEM, , CONTRACT 6482, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 4192.0, Siege City Assault
185, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 6482, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 4192.0, Siege City Assault
185, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 6482, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 4192.0, Siege City Assault
185, 6, LOC_CITY_NAME_MANAUS, , CONTRACT 6482, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 4192.0, Siege City Assault
185, 6, LOC_CITY_NAME_GUARULHOS, , CONTRACT 6482, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 4192.0, Siege City Assault
185, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 6482, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 4192.0, Siege City Assault
185, 6, LOC_CITY_NAME_SAO_LUIS, , CONTRACT 6482, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 4192.0, Siege City Assault
185, 6, LOC_CITY_NAME_NATAL, , CONTRACT 6482, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 4192.0, Siege City Assault
185, 6, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 6482, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 4192.0, Siege City Assault
185, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 6483, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 939.0, Siege City Assault
185, 6, LOC_CITY_NAME_FORTALEZA, , CONTRACT 6483, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 939.0, Siege City Assault
185, 6, LOC_CITY_NAME_BELEM, , CONTRACT 6483, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 939.0, Siege City Assault
185, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 6483, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 939.0, Siege City Assault
185, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 6483, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 939.0, Siege City Assault
185, 6, LOC_CITY_NAME_MANAUS, , CONTRACT 6483, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 939.0, Siege City Assault
185, 6, LOC_CITY_NAME_GUARULHOS, , CONTRACT 6483, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 939.0, Siege City Assault
185, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 6483, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 939.0, Siege City Assault
185, 6, LOC_CITY_NAME_SAO_LUIS, , CONTRACT 6483, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 939.0, Siege City Assault
185, 6, LOC_CITY_NAME_NATAL, , CONTRACT 6483, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 939.0, Siege City Assault
185, 6, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 6483, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 939.0, Siege City Assault
185, 6, LOC_CITY_NAME_GOIANIA, , CONTRACT 6484, SUBMITTED, NO_UNIT, BUILDING_CASTLE, NO_DISTRICT, VALUE 308.0, Build City Building
185, 7, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 6399
185, 7, LOC_CITY_NAME_ADEN, , CONTRACT 6399, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 73.0, Build City Improvement
185, 7, LOC_CITY_NAME_ADEN, , , UNIT_SUBMARINE, Default Specialization, , , Value 142.4
185, 7, LOC_CITY_NAME_HATTIN, , CONTRACT 5908, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_ENCAMPMENT, VALUE 1499.0, Build City District
185, 7, LOC_CITY_NAME_HATTIN, , CONTRACT 6399, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 73.0, Build City Improvement
185, 7, LOC_CITY_NAME_HATTIN, , , BUILDING_BARRACKS, Default Specialization, , , Value 638.2
185, 7, LOC_CITY_NAME_MEDINA, , CONTRACT 6490, SUBMITTED, UNIT_SUBMARINE, NO_BUILDING, NO_DISTRICT, VALUE 240.0, Build City Building
185, 7, LOC_CITY_NAME_CAIRO, , CONTRACT 6492, SUBMITTED, UNIT_MILITARY_ENGINEER, NO_BUILDING, NO_DISTRICT, VALUE 0.0, Build Trigger Building
185, 7, LOC_CITY_NAME_HONG_KONG, , CONTRACT 6492, SUBMITTED, UNIT_MILITARY_ENGINEER, NO_BUILDING, NO_DISTRICT, VALUE 0.0, Build Trigger Building
185, 24, LOC_CITY_NAME_HATTUSA, , CONTRACT 6495, SUBMITTED, NO_UNIT, BUILDING_UNIVERSITY, NO_DISTRICT, VALUE 72.0, Build City Building
186, 1, LOC_CITY_NAME_URUK, , CONTRACT 6104, IN PROGRESS, UNIT_MACHINE_GUN, NO_BUILDING, NO_DISTRICT, VALUE 935.0, Siege City Assault
186, 1, LOC_CITY_NAME_URUK, , CONTRACT 6191, CANCELLED, NO_UNIT, BUILDING_BOLSHOI_THEATRE, NO_DISTRICT, VALUE 151.0, Unknown
186, 1, LOC_CITY_NAME_URUK, , , PROJECT_OPERATION_IVY, Default Specialization, , , Value 11992.4
186, 1, LOC_CITY_NAME_JIAODONG, , CONTRACT 6505, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_THEATER, VALUE 704.0, Build City District
186, 1, LOC_CITY_NAME_JIAODONG, , CONTRACT 6506, SUBMITTED, NO_UNIT, BUILDING_AIRPORT, NO_DISTRICT, VALUE 657.0, Build City Building
186, 1, LOC_CITY_NAME_URUK, , CONTRACT 6507, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 207.0, Build City Improvement
186, 1, LOC_CITY_NAME_UR, , CONTRACT 6507, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 207.0, Build City Improvement
186, 1, LOC_CITY_NAME_JIAODONG, , CONTRACT 6507, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 207.0, Build City Improvement
186, 1, LOC_CITY_NAME_XIAN, , CONTRACT 6507, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 207.0, Build City Improvement
186, 1, LOC_CITY_NAME_ADAB, , CONTRACT 6507, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 207.0, Build City Improvement
186, 1, LOC_CITY_NAME_LAGASH, , CONTRACT 6507, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 207.0, Build City Improvement
186, 1, LOC_CITY_NAME_SIPPAR, , CONTRACT 6507, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 207.0, Build City Improvement
186, 1, LOC_CITY_NAME_NIPPUR, , CONTRACT 6507, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 207.0, Build City Improvement
186, 1, LOC_CITY_NAME_ERIDU, , CONTRACT 6507, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 207.0, Build City Improvement
186, 1, LOC_CITY_NAME_AKSHAK, , CONTRACT 6507, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 207.0, Build City Improvement
186, 1, LOC_CITY_NAME_LARSA, , CONTRACT 6507, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 207.0, Build City Improvement
186, 2, PURCHASE, , , UNIT_AT_CREW, Simple Operation Attack, CONTRACT 6372
186, 2, LOC_CITY_NAME_NIDAROS, , CONTRACT 6250, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_AERODROME, VALUE 2045.5, Build City District
186, 2, LOC_CITY_NAME_NIDAROS, , CONTRACT 6372, COMPLETED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 129.0, Simple Operation Attack
186, 2, LOC_CITY_NAME_NIDAROS, , , BUILDING_HANGAR, Default Specialization, , , Value 1077.9
186, 2, LOC_CITY_NAME_NIDAROS, , CONTRACT 6509, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
186, 2, LOC_CITY_NAME_KRISTIANSAND, , CONTRACT 6509, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
186, 2, LOC_CITY_NAME_STAVANGER, , CONTRACT 6509, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
186, 2, LOC_CITY_NAME_KABUL, , CONTRACT 6509, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
186, 2, LOC_CITY_NAME_SKEDSMO, , CONTRACT 6509, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
186, 2, LOC_CITY_NAME_SKIEN, , CONTRACT 6509, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
186, 2, LOC_CITY_NAME_OSLO, , CONTRACT 6509, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
186, 2, LOC_CITY_NAME_AVALDSNES, , CONTRACT 6509, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
186, 2, LOC_CITY_NAME_GENEVA, , CONTRACT 6509, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
186, 2, LOC_CITY_NAME_ALESUND, , CONTRACT 6509, SUBMITTED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
186, 2, LOC_CITY_NAME_KRISTIANSAND, , CONTRACT 6513, SUBMITTED, UNIT_BOMBER, NO_BUILDING, NO_DISTRICT, VALUE 1207.0, Build City Building
186, 4, PURCHASE, , , BUILDING_WALLS, Build City Building, CONTRACT 6467
186, 4, LOC_CITY_NAME_BRISTOL, , CONTRACT 6380, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 67.0, Build City Improvement
186, 4, LOC_CITY_NAME_BRISTOL, , CONTRACT 6422, IN PROGRESS, UNIT_ENGLISH_REDCOAT, NO_BUILDING, NO_DISTRICT, VALUE 239.0, Siege City Assault
186, 4, LOC_CITY_NAME_BRISTOL, , CONTRACT 6429, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 51.0, Unknown
186, 4, LOC_CITY_NAME_BRISTOL, , , DISTRICT_ENTERTAINMENT_COMPLEX, Build City District, CONTRACT 6426
186, 4, LOC_CITY_NAME_BRADFORD, , CONTRACT 6163, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 103.0, Unknown
186, 4, LOC_CITY_NAME_BRADFORD, , CONTRACT 6166, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 75.0, Unknown
186, 4, LOC_CITY_NAME_BRADFORD, , CONTRACT 6196, CANCELLED, UNIT_ENGLISH_REDCOAT, NO_BUILDING, NO_DISTRICT, VALUE 266.0, Unknown
186, 4, LOC_CITY_NAME_BRADFORD, , CONTRACT 6198, CANCELLED, UNIT_ENGLISH_REDCOAT, NO_BUILDING, NO_DISTRICT, VALUE 266.0, Unknown
186, 4, LOC_CITY_NAME_BRADFORD, , CONTRACT 6261, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 103.0, Unknown
186, 4, LOC_CITY_NAME_BRADFORD, , CONTRACT 6263, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 78.0, Unknown
186, 4, LOC_CITY_NAME_BRADFORD, , CONTRACT 6352, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 69.0, Unknown
186, 4, LOC_CITY_NAME_BRADFORD, , CONTRACT 6376, IN PROGRESS, UNIT_ENGLISH_REDCOAT, NO_BUILDING, NO_DISTRICT, VALUE 295.7, Siege City Assault
186, 4, LOC_CITY_NAME_BRADFORD, , CONTRACT 6378, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 128.0, Unknown
186, 4, LOC_CITY_NAME_BRADFORD, , CONTRACT 6380, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 67.0, Build City Improvement
186, 4, LOC_CITY_NAME_BRADFORD, , CONTRACT 6422, IN PROGRESS, UNIT_ENGLISH_REDCOAT, NO_BUILDING, NO_DISTRICT, VALUE 239.0, Siege City Assault
186, 4, LOC_CITY_NAME_BRADFORD, , CONTRACT 6429, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 51.0, Unknown
186, 4, LOC_CITY_NAME_BRADFORD, , , BUILDING_SEAPORT, Default Specialization, , , Value 472.4
186, 4, LOC_CITY_NAME_MANCHESTER, , CONTRACT 6376, IN PROGRESS, UNIT_ENGLISH_REDCOAT, NO_BUILDING, NO_DISTRICT, VALUE 295.7, Siege City Assault
186, 4, LOC_CITY_NAME_MANCHESTER, , CONTRACT 6378, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 128.0, Unknown
186, 4, LOC_CITY_NAME_MANCHESTER, , CONTRACT 6380, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 67.0, Build City Improvement
186, 4, LOC_CITY_NAME_MANCHESTER, , CONTRACT 6422, IN PROGRESS, UNIT_ENGLISH_REDCOAT, NO_BUILDING, NO_DISTRICT, VALUE 239.0, Siege City Assault
186, 4, LOC_CITY_NAME_MANCHESTER, , CONTRACT 6429, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 51.0, Unknown
186, 4, LOC_CITY_NAME_MANCHESTER, , , BUILDING_ARENA, Default Specialization, , , Value 998.8
186, 4, LOC_CITY_NAME_PRESTON, , CONTRACT 6515, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_INDUSTRIAL_ZONE, VALUE 749.0, Build City District
186, 4, LOC_CITY_NAME_LONDON, , CONTRACT 6519, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 55.0, Build City Improvement
186, 4, LOC_CITY_NAME_SHEFFIELD, , CONTRACT 6519, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 55.0, Build City Improvement
186, 4, LOC_CITY_NAME_BRISTOL, , CONTRACT 6519, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 55.0, Build City Improvement
186, 4, LOC_CITY_NAME_BIRMINGHAM, , CONTRACT 6519, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 55.0, Build City Improvement
186, 4, LOC_CITY_NAME_PLYMOUTH, , CONTRACT 6519, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 55.0, Build City Improvement
186, 4, LOC_CITY_NAME_LEEDS, , CONTRACT 6519, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 55.0, Build City Improvement
186, 4, LOC_CITY_NAME_KANDY, , CONTRACT 6519, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 55.0, Build City Improvement
186, 4, LOC_CITY_NAME_BRADFORD, , CONTRACT 6519, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 55.0, Build City Improvement
186, 4, LOC_CITY_NAME_MANCHESTER, , CONTRACT 6519, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 55.0, Build City Improvement
186, 4, LOC_CITY_NAME_PRESTON, , CONTRACT 6519, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 55.0, Build City Improvement
186, 4, LOC_CITY_NAME_LIVERPOOL, , CONTRACT 6519, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 55.0, Build City Improvement
186, 4, LOC_CITY_NAME_LONDON, , CONTRACT 6520, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_ENTERTAINMENT_COMPLEX, VALUE 1058.0, Build City District
186, 5, PURCHASE, , , UNIT_BOMBARD, Siege City Assault, CONTRACT 6474
186, 5, LOC_CITY_NAME_PARIS, , CONTRACT 6474, COMPLETED, UNIT_BOMBARD, NO_BUILDING, NO_DISTRICT, VALUE 320.0, Siege City Assault
186, 5, LOC_CITY_NAME_PARIS, , , UNIT_TRADER, Default Specialization, , , Value 255.4
186, 5, LOC_CITY_NAME_ROUEN, , CONTRACT 6081, FAILED, NO_UNIT, BUILDING_STADIUM, NO_DISTRICT, VALUE 411.8, Unknown
186, 5, LOC_CITY_NAME_ROUEN, , CONTRACT 6265, COMPLETED, UNIT_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 912.0, Siege City Assault
186, 5, LOC_CITY_NAME_ROUEN, , CONTRACT 6296, CANCELLED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 320.0, Unknown
186, 5, LOC_CITY_NAME_ROUEN, , CONTRACT 6354, COMPLETED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
186, 5, LOC_CITY_NAME_ROUEN, , CONTRACT 6357, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 147.0, Build City Improvement
186, 5, LOC_CITY_NAME_ROUEN, , CONTRACT 6382, CANCELLED, UNIT_BOMBARD, NO_BUILDING, NO_DISTRICT, VALUE 276.0, Unknown
186, 5, LOC_CITY_NAME_ROUEN, , CONTRACT 6474, COMPLETED, UNIT_BOMBARD, NO_BUILDING, NO_DISTRICT, VALUE 320.0, Siege City Assault
186, 5, LOC_CITY_NAME_ROUEN, , , BUILDING_STAR_FORT, Build City Building, CONTRACT 6271
186, 5, FAITH PURCHASE, , , UNIT_MISSIONARY, Unknown, CONTRACT 6481
186, 5, LOC_CITY_NAME_PARIS, , CONTRACT 6522, SUBMITTED, UNIT_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 912.0, Siege City Assault
186, 5, LOC_CITY_NAME_BORDEAUX, , CONTRACT 6522, SUBMITTED, UNIT_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 912.0, Siege City Assault
186, 5, LOC_CITY_NAME_LA_ROCHELLE, , CONTRACT 6522, SUBMITTED, UNIT_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 912.0, Siege City Assault
186, 5, LOC_CITY_NAME_ROUEN, , CONTRACT 6522, SUBMITTED, UNIT_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 912.0, Siege City Assault
186, 5, LOC_CITY_NAME_NANTES, , CONTRACT 6522, SUBMITTED, UNIT_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 912.0, Siege City Assault
186, 5, LOC_CITY_NAME_RENNES, , CONTRACT 6522, SUBMITTED, UNIT_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 912.0, Siege City Assault
186, 5, LOC_CITY_NAME_MARSEILLE, , CONTRACT 6522, SUBMITTED, UNIT_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 912.0, Siege City Assault
186, 5, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 6522, SUBMITTED, UNIT_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 912.0, Siege City Assault
186, 5, LOC_CITY_NAME_TOULOUSE, , CONTRACT 6522, SUBMITTED, UNIT_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 912.0, Siege City Assault
186, 5, LOC_CITY_NAME_RHEIMS, , CONTRACT 6522, SUBMITTED, UNIT_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 912.0, Siege City Assault
186, 5, LOC_CITY_NAME_NANTES, , CONTRACT 6525, SUBMITTED, NO_UNIT, BUILDING_STOCK_EXCHANGE, NO_DISTRICT, VALUE 438.0, Build City Building
186, 5, LOC_CITY_NAME_ROUEN, , CONTRACT 6526, SUBMITTED, NO_UNIT, BUILDING_STADIUM, NO_DISTRICT, VALUE 0.0, Seek Target Wonder
186, 5, LOC_CITY_NAME_PARIS, , CONTRACT 6527, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 117.0, Build City Improvement
186, 5, LOC_CITY_NAME_BORDEAUX, , CONTRACT 6527, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 117.0, Build City Improvement
186, 5, LOC_CITY_NAME_LA_ROCHELLE, , CONTRACT 6527, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 117.0, Build City Improvement
186, 5, LOC_CITY_NAME_ROUEN, , CONTRACT 6527, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 117.0, Build City Improvement
186, 5, LOC_CITY_NAME_NANTES, , CONTRACT 6527, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 117.0, Build City Improvement
186, 5, LOC_CITY_NAME_RENNES, , CONTRACT 6527, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 117.0, Build City Improvement
186, 5, LOC_CITY_NAME_MARSEILLE, , CONTRACT 6527, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 117.0, Build City Improvement
186, 5, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 6527, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 117.0, Build City Improvement
186, 5, LOC_CITY_NAME_TOULOUSE, , CONTRACT 6527, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 117.0, Build City Improvement
186, 5, LOC_CITY_NAME_RHEIMS, , CONTRACT 6527, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 117.0, Build City Improvement
186, 6, PURCHASE, , , UNIT_BRAZILIAN_MINAS_GERAES, Build City Building, CONTRACT 6310
186, 6, LOC_CITY_NAME_BELEM, , CONTRACT 6390, COMPLETED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 1373.0, Settle City Op
186, 6, LOC_CITY_NAME_BELEM, , CONTRACT 6391, IN PROGRESS, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 902.0, Siege City Assault
186, 6, LOC_CITY_NAME_BELEM, , CONTRACT 6438, COMPLETED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 4192.0, Siege City Assault
186, 6, LOC_CITY_NAME_BELEM, , , UNIT_AT_CREW, Siege City Assault, CONTRACT 6482
186, 6, LOC_CITY_NAME_GUARULHOS, , CONTRACT 6438, COMPLETED, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 4192.0, Siege City Assault
186, 6, LOC_CITY_NAME_GUARULHOS, , CONTRACT 6482, IN PROGRESS, UNIT_AT_CREW, NO_BUILDING, NO_DISTRICT, VALUE 4192.0, Siege City Assault
