Game Turn, City, Production Added, Current Item, Current Production, Production Needed
210, LOC_CITY_NAME_MBWILA, 6.0, DISTRICT_COMMERCIAL_HUB, 6.0, 309
210, LOC_CITY_NAME_MPINDA, 8.0, BUILDING_ARENA, 21.8, 100
210, LOC_CITY_NAME_KWANGO, 11.0, DISTRICT_AQUEDUCT, 73.3, 197
210, LOC_CITY_NAME_MBANZA_NSUNDI, 28.0, BUILDING_MARKET, 74.7, 80
210, LOC_CITY_NAME_KINCHASSA, 31.0, DISTRICT_COMMERCIAL_HUB, 306.3, 296
210, LOC_CITY_NAME_MBANZA_MPANGU, 8.0, DISTRICT_COMMERCIAL_HUB, 93.6, 290
210, LOC_CITY_NAME_SANGA, 14.0, BUILDING_BROADCAST_CENTER, 59.6, 388
210, LOC_CITY_NAME_MBAMBA_LOVATA, 13.0, DISTRICT_THEATER, 211.2, 270
210, LOC_CITY_NAME_URUK, 99.1, DISTRICT_ENCAMPMENT, 425.1, 361
210, LOC_CITY_NAME_UR, 131.7, UNIT_SPY, 512.8, 502
210, LOC_CITY_NAME_JIAODONG, 72.9, BUILDING_MILITARY_ACADEMY, 256.8, 261
210, LOC_CITY_NAME_XIAN, 72.9, BUILDING_MILITARY_ACADEMY, 216.0, 261
210, LOC_CITY_NAME_ADAB, 104.5, BUILDING_FACTORY, 209.8, 261
210, LOC_CITY_NAME_LAGASH, 91.2, UNIT_JET_BOMBER, 227.2, 469
210, LOC_CITY_NAME_SIPPAR, 64.6, BUILDING_FACTORY, 295.9, 261
210, LOC_CITY_NAME_NIPPUR, 58.8, UNIT_ROCKET_ARTILLERY, 462.5, 455
210, LOC_CITY_NAME_ERIDU, 47.5, DISTRICT_INDUSTRIAL_ZONE, 138.1, 361
210, LOC_CITY_NAME_AKSHAK, 11.4, DISTRICT_HARBOR, 45.9, 214
210, LOC_CITY_NAME_LARSA, 55.4, BUILDING_MILITARY_ACADEMY, 55.4, 261
210, LOC_CITY_NAME_NIDAROS, 215.0, UNIT_BOMBER, 215.0, 375
210, LOC_CITY_NAME_KRISTIANSAND, 25.5, BUILDING_ZOO, 235.4, 298
210, LOC_CITY_NAME_STAVANGER, 99.0, BUILDING_FACTORY, 99.0, 261
210, LOC_CITY_NAME_KABUL, 47.6, BUILDING_BANK, 213.6, 194
210, LOC_CITY_NAME_SKEDSMO, 51.0, BUILDING_AIRPORT, 51.0, 402
210, LOC_CITY_NAME_SKIEN, 25.5, BUILDING_BANK, 158.4, 194
210, LOC_CITY_NAME_OSLO, 45.5, BUILDING_HANGAR, 128.3, 311
210, LOC_CITY_NAME_AVALDSNES, 24.7, BUILDING_MILITARY_ACADEMY, 207.6, 261
210, LOC_CITY_NAME_GENEVA, 57.8, BUILDING_RESEARCH_LAB, 244.9, 388
210, LOC_CITY_NAME_ALESUND, 24.8, BUILDING_ARMORY, 99.3, 130
210, LOC_CITY_NAME_LONDON, 61.2, DISTRICT_INDUSTRIAL_ZONE, 356.2, 315
210, LOC_CITY_NAME_SHEFFIELD, 193.2, UNIT_MECHANIZED_INFANTRY, 729.9, 979
210, LOC_CITY_NAME_BRISTOL, 170.3, UNIT_BUILDER, 170.3, 186
210, LOC_CITY_NAME_BIRMINGHAM, 130.6, UNIT_MECHANIZED_INFANTRY, 503.8, 979
210, LOC_CITY_NAME_PLYMOUTH, 50.4, BUILDING_AIRPORT, 340.3, 402
210, LOC_CITY_NAME_LEEDS, 256.6, UNIT_DESTROYER, 824.9, 813
210, LOC_CITY_NAME_KANDY, 45.0, BUILDING_SEAPORT, 401.2, 388
210, LOC_CITY_NAME_MANCHESTER, 61.2, PROJECT_MANHATTAN_PROJECT, 145.0, 670
210, LOC_CITY_NAME_PRESTON, 38.8, DISTRICT_NEIGHBORHOOD, 334.7, 306
210, LOC_CITY_NAME_LIVERPOOL, 11.1, UNIT_MECHANIZED_INFANTRY, 184.4, 435
210, LOC_CITY_NAME_MANCHESTER, 149.0, PROJECT_MANHATTAN_PROJECT, 294.0, 670
210, LOC_CITY_NAME_PARIS, 116.9, UNIT_BOMBER, 266.6, 375
210, LOC_CITY_NAME_BORDEAUX, 90.5, UNIT_MECHANIZED_INFANTRY, 469.8, 979
210, LOC_CITY_NAME_LA_ROCHELLE, 84.9, UNIT_MECHANIZED_INFANTRY, 437.6, 435
210, LOC_CITY_NAME_ROUEN, 83.0, UNIT_MECHANIZED_INFANTRY, 343.2, 979
210, LOC_CITY_NAME_NANTES, 48.1, BUILDING_STOCK_EXCHANGE, 118.9, 261
210, LOC_CITY_NAME_RENNES, 84.9, UNIT_SUBMARINE, 206.9, 723
210, LOC_CITY_NAME_MARSEILLE, 32.1, UNIT_ARCHAEOLOGIST, 75.8, 268
210, LOC_CITY_NAME_MOHENJO_DARO, 38.0, DISTRICT_HARBOR, 38.0, 361
210, LOC_CITY_NAME_TOULOUSE, 31.4, DISTRICT_NEIGHBORHOOD, 368.3, 361
210, LOC_CITY_NAME_RHEIMS, 58.5, DISTRICT_ENCAMPMENT, 346.0, 361
210, LOC_CITY_NAME_MARSEILLE, 136.6, UNIT_ARCHAEOLOGIST, 212.4, 268
210, LOC_CITY_NAME_BORDEAUX, 136.6, UNIT_MECHANIZED_INFANTRY, 606.4, 979
210, LOC_CITY_NAME_RIO_DE_JANEIRO, 97.7, UNIT_MECHANIZED_INFANTRY, 491.3, 435
210, LOC_CITY_NAME_FORTALEZA, 47.1, UNIT_ARCHAEOLOGIST, 98.0, 268
210, LOC_CITY_NAME_BELEM, 65.5, UNIT_MECHANIZED_INFANTRY, 196.8, 435
210, LOC_CITY_NAME_YEREVAN, 66.5, PROJECT_LAUNCH_EARTH_SATELLITE, 228.2, 603
210, LOC_CITY_NAME_SALVADOR, 28.5, BUILDING_STADIUM, 308.2, 442
210, LOC_CITY_NAME_MANAUS, 30.4, BUILDING_STOCK_EXCHANGE, 274.9, 261
210, LOC_CITY_NAME_GUARULHOS, 152.1, BUILDING_MILITARY_ACADEMY, 152.1, 261
210, LOC_CITY_NAME_PORTO_ALEGRE, 86.9, UNIT_TRADER, 86.9, 103
210, LOC_CITY_NAME_SAO_LUIS, 35.9, UNIT_TRADER, 130.3, 103
210, LOC_CITY_NAME_NATAL, 57.0, BUILDING_AIRPORT, 218.9, 402
210, LOC_CITY_NAME_MACEIO, 35.0, DISTRICT_HARBOR, 35.0, 206
210, LOC_CITY_NAME_STOCKHOLM, 22.2, DISTRICT_INDUSTRIAL_ZONE, 178.8, 202
210, LOC_CITY_NAME_GOIANIA, 20.9, DISTRICT_HARBOR, 163.1, 202
210, LOC_CITY_NAME_CAMPINAS, 10.2, UNIT_MECHANIZED_INFANTRY, 86.2, 435
210, LOC_CITY_NAME_CAIRO, 118.4, DISTRICT_SPACEPORT, 342.6, 1206
210, LOC_CITY_NAME_BAGHDAD, 66.6, UNIT_BOMBER, 175.4, 375
210, LOC_CITY_NAME_HONG_KONG, 81.4, UNIT_SPY, 464.3, 402
210, LOC_CITY_NAME_MEDINA, 53.6, UNIT_SUBMARINE, 530.2, 723
210, LOC_CITY_NAME_ADEN, 57.3, BUILDING_STAR_FORT, 238.7, 204
210, LOC_CITY_NAME_MECCA, 33.3, BUILDING_SEAPORT, 378.6, 388
210, LOC_CITY_NAME_JEDDAH, 40.7, UNIT_BOMBER, 130.7, 375
210, LOC_CITY_NAME_HATTIN, 82.4, UNIT_MECHANIZED_INFANTRY, 82.4, 435
210, LOC_CITY_NAME_HOMS, 16.2, BUILDING_BANK, 91.9, 194
210, LOC_CITY_NAME_ZANZIBAR, 14.8, BUILDING_SEWER, 37.6, 134
210, LOC_CITY_NAME_BUENOS_AIRES, 4.5, BUILDING_SHIPYARD, 175.1, 194
210, LOC_CITY_NAME_NAN_MADOL, 44.6, UNIT_MECHANIZED_INFANTRY, 122.6, 435
210, LOC_CITY_NAME_PRESLAV, 13.8, UNIT_MECHANIZED_INFANTRY, 207.7, 435
210, LOC_CITY_NAME_LA_VENTA, 8.0, BUILDING_STAR_FORT, 120.0, 204
210, LOC_CITY_NAME_BANDAR_BRUNEI, 4.8, DISTRICT_NEIGHBORHOOD, 40.9, 273
210, LOC_CITY_NAME_VALLETTA, 2.4, UNIT_TRADER, 29.9, 89
210, LOC_CITY_NAME_AMSTERDAM, 5.2, UNIT_TRADER, 26.7, 87
210, LOC_CITY_NAME_VILNIUS, 32.4, UNIT_MECHANIZED_INFANTRY, 129.6, 435
210, LOC_CITY_NAME_HATTUSA, 16.8, UNIT_SUBMARINE, 206.5, 321
211, LOC_CITY_NAME_MBANZA_KONGO, 76.0, BUILDING_FACTORY, 76.0, 261
211, LOC_CITY_NAME_MBUMBI, 43.9, BUILDING_CASTLE, 43.9, 150
211, LOC_CITY_NAME_SEOUL, 23.1, DISTRICT_INDUSTRIAL_ZONE, 167.8, 175
211, LOC_CITY_NAME_MBAMBA, 12.0, BUILDING_BROADCAST_CENTER, 24.0, 388
211, LOC_CITY_NAME_KWILA, 5.0, BUILDING_MUSEUM_ARTIFACT, 78.8, 194
211, LOC_CITY_NAME_MBWILA, 6.0, DISTRICT_COMMERCIAL_HUB, 12.0, 309
211, LOC_CITY_NAME_MPINDA, 8.0, BUILDING_ARENA, 29.8, 100
211, LOC_CITY_NAME_KWANGO, 11.0, DISTRICT_AQUEDUCT, 84.3, 197
211, LOC_CITY_NAME_MBANZA_NSUNDI, 31.0, BUILDING_MARKET, 105.7, 80
211, LOC_CITY_NAME_KINCHASSA, 43.3, BUILDING_WALLS, 43.3, 53
211, LOC_CITY_NAME_MBANZA_MPANGU, 8.0, DISTRICT_COMMERCIAL_HUB, 101.6, 290
211, LOC_CITY_NAME_SANGA, 16.0, BUILDING_BROADCAST_CENTER, 75.6, 388
211, LOC_CITY_NAME_MBAMBA_LOVATA, 13.0, DISTRICT_THEATER, 224.2, 270
211, LOC_CITY_NAME_URUK, 163.2, BUILDING_BARRACKS, 163.2, 60
211, LOC_CITY_NAME_UR, 146.5, UNIT_TRADER, 146.5, 107
211, LOC_CITY_NAME_JIAODONG, 72.9, BUILDING_MILITARY_ACADEMY, 329.7, 261
211, LOC_CITY_NAME_XIAN, 72.9, BUILDING_MILITARY_ACADEMY, 288.9, 261
211, LOC_CITY_NAME_ADAB, 104.5, BUILDING_FACTORY, 314.3, 261
211, LOC_CITY_NAME_LAGASH, 91.2, UNIT_JET_BOMBER, 318.4, 469
211, LOC_CITY_NAME_SIPPAR, 99.5, BUILDING_POWER_PLANT, 99.5, 388
211, LOC_CITY_NAME_NIPPUR, 56.9, BUILDING_TEMPLE, 56.9, 80
211, LOC_CITY_NAME_ERIDU, 53.2, DISTRICT_INDUSTRIAL_ZONE, 191.3, 361
211, LOC_CITY_NAME_AKSHAK, 17.1, DISTRICT_HARBOR, 63.0, 214
211, LOC_CITY_NAME_LARSA, 44.9, BUILDING_MILITARY_ACADEMY, 100.3, 261
211, LOC_CITY_NAME_NIPPUR, 134.0, BUILDING_TEMPLE, 190.9, 80
211, LOC_CITY_NAME_NIDAROS, 127.9, UNIT_BOMBER, 342.9, 375
211, LOC_CITY_NAME_KRISTIANSAND, 25.5, BUILDING_ZOO, 260.9, 298
211, LOC_CITY_NAME_STAVANGER, 39.1, BUILDING_FACTORY, 138.1, 261
211, LOC_CITY_NAME_KABUL, 67.2, DISTRICT_INDUSTRIAL_ZONE, 67.2, 166
211, LOC_CITY_NAME_SKEDSMO, 51.0, BUILDING_AIRPORT, 102.0, 402
211, LOC_CITY_NAME_SKIEN, 25.5, BUILDING_BANK, 183.9, 194
211, LOC_CITY_NAME_OSLO, 45.5, BUILDING_HANGAR, 173.8, 311
211, LOC_CITY_NAME_AVALDSNES, 24.0, BUILDING_MILITARY_ACADEMY, 231.6, 261
211, LOC_CITY_NAME_GENEVA, 57.8, BUILDING_RESEARCH_LAB, 302.7, 388
211, LOC_CITY_NAME_ALESUND, 24.8, BUILDING_ARMORY, 124.1, 130
211, LOC_CITY_NAME_LONDON, 106.0, BUILDING_WORKSHOP, 106.0, 130
211, LOC_CITY_NAME_SHEFFIELD, 193.2, UNIT_MECHANIZED_INFANTRY, 923.1, 979
211, LOC_CITY_NAME_BRISTOL, 110.0, UNIT_BUILDER, 280.3, 186
211, LOC_CITY_NAME_BIRMINGHAM, 132.9, UNIT_MECHANIZED_INFANTRY, 636.7, 979
211, LOC_CITY_NAME_PLYMOUTH, 50.4, BUILDING_AIRPORT, 390.7, 402
211, LOC_CITY_NAME_LEEDS, 140.2, UNIT_SPY, 140.2, 402
211, LOC_CITY_NAME_KANDY, 58.2, BUILDING_STOCK_EXCHANGE, 58.2, 261
211, LOC_CITY_NAME_BRADFORD, 86.4, BUILDING_ARMORY, 86.4, 130
211, LOC_CITY_NAME_MANCHESTER, 59.4, PROJECT_MANHATTAN_PROJECT, 353.4, 670
211, LOC_CITY_NAME_PRESTON, 67.5, BUILDING_POWER_PLANT, 67.5, 388
211, LOC_CITY_NAME_LIVERPOOL, 11.1, UNIT_MECHANIZED_INFANTRY, 195.6, 435
211, LOC_CITY_NAME_PARIS, 116.9, UNIT_BOMBER, 383.6, 375
211, LOC_CITY_NAME_BORDEAUX, 107.5, UNIT_MECHANIZED_INFANTRY, 713.9, 979
211, LOC_CITY_NAME_LA_ROCHELLE, 76.6, BUILDING_STOCK_EXCHANGE, 76.6, 261
211, LOC_CITY_NAME_ROUEN, 83.0, UNIT_MECHANIZED_INFANTRY, 426.2, 979
211, LOC_CITY_NAME_NANTES, 48.1, BUILDING_STOCK_EXCHANGE, 167.0, 261
211, LOC_CITY_NAME_RENNES, 83.0, UNIT_SUBMARINE, 289.9, 723
211, LOC_CITY_NAME_MARSEILLE, 32.1, UNIT_ARCHAEOLOGIST, 244.5, 268
211, LOC_CITY_NAME_MOHENJO_DARO, 37.0, DISTRICT_HARBOR, 75.0, 361
211, LOC_CITY_NAME_TOULOUSE, 38.7, BUILDING_STOCK_EXCHANGE, 38.7, 261
211, LOC_CITY_NAME_RHEIMS, 58.5, DISTRICT_ENCAMPMENT, 404.5, 361
211, LOC_CITY_NAME_RIO_DE_JANEIRO, 149.4, BUILDING_HANGAR, 149.4, 311
211, LOC_CITY_NAME_FORTALEZA, 45.9, UNIT_ARCHAEOLOGIST, 143.9, 268
211, LOC_CITY_NAME_BELEM, 63.8, UNIT_MECHANIZED_INFANTRY, 260.7, 435
211, LOC_CITY_NAME_YEREVAN, 66.5, PROJECT_LAUNCH_EARTH_SATELLITE, 294.7, 603
211, LOC_CITY_NAME_SALVADOR, 28.5, BUILDING_STADIUM, 336.7, 442
211, LOC_CITY_NAME_MANAUS, 44.3, BUILDING_GRANARY, 44.3, 43
211, LOC_CITY_NAME_GUARULHOS, 96.1, BUILDING_MILITARY_ACADEMY, 248.2, 261
211, LOC_CITY_NAME_PORTO_ALEGRE, 65.5, UNIT_TRADER, 152.5, 103
211, LOC_CITY_NAME_SAO_LUIS, 71.2, UNIT_TRADER, 71.2, 103
211, LOC_CITY_NAME_NATAL, 57.0, BUILDING_AIRPORT, 275.9, 402
211, LOC_CITY_NAME_MACEIO, 20.3, DISTRICT_HARBOR, 55.3, 206
211, LOC_CITY_NAME_STOCKHOLM, 22.8, DISTRICT_INDUSTRIAL_ZONE, 201.6, 202
211, LOC_CITY_NAME_GOIANIA, 20.9, DISTRICT_HARBOR, 184.0, 202
211, LOC_CITY_NAME_CAMPINAS, 10.0, UNIT_MECHANIZED_INFANTRY, 96.2, 435
211, LOC_CITY_NAME_CAIRO, 118.4, DISTRICT_SPACEPORT, 461.0, 1206
211, LOC_CITY_NAME_BAGHDAD, 66.6, UNIT_BOMBER, 242.0, 375
211, LOC_CITY_NAME_HONG_KONG, 138.1, DISTRICT_HARBOR, 138.1, 156
211, LOC_CITY_NAME_MEDINA, 53.6, UNIT_SUBMARINE, 583.9, 723
211, LOC_CITY_NAME_ADEN, 95.8, DISTRICT_AERODROME, 95.8, 263
211, LOC_CITY_NAME_MECCA, 33.3, BUILDING_SEAPORT, 411.9, 388
211, LOC_CITY_NAME_JEDDAH, 40.7, UNIT_BOMBER, 171.4, 375
211, LOC_CITY_NAME_HATTIN, 48.1, UNIT_MECHANIZED_INFANTRY, 130.5, 435
211, LOC_CITY_NAME_HOMS, 16.2, BUILDING_BANK, 108.1, 194
211, LOC_CITY_NAME_ZANZIBAR, 14.8, BUILDING_SEWER, 52.4, 134
211, LOC_CITY_NAME_BUENOS_AIRES, 4.5, BUILDING_SHIPYARD, 179.6, 194
211, LOC_CITY_NAME_NAN_MADOL, 44.6, UNIT_MECHANIZED_INFANTRY, 167.2, 435
211, LOC_CITY_NAME_PRESLAV, 13.8, UNIT_MECHANIZED_INFANTRY, 221.5, 435
211, LOC_CITY_NAME_LA_VENTA, 8.0, BUILDING_STAR_FORT, 128.0, 204
211, LOC_CITY_NAME_BANDAR_BRUNEI, 4.8, DISTRICT_NEIGHBORHOOD, 45.7, 273
211, LOC_CITY_NAME_VALLETTA, 2.4, UNIT_TRADER, 32.3, 89
211, LOC_CITY_NAME_AMSTERDAM, 2.6, UNIT_TRADER, 29.3, 87
211, LOC_CITY_NAME_VILNIUS, 32.4, UNIT_MECHANIZED_INFANTRY, 162.0, 435
211, LOC_CITY_NAME_HATTUSA, 16.8, UNIT_SUBMARINE, 223.3, 321
212, LOC_CITY_NAME_MBANZA_KONGO, 41.0, BUILDING_FACTORY, 117.0, 261
212, LOC_CITY_NAME_MBUMBI, 28.0, BUILDING_CASTLE, 71.9, 150
212, LOC_CITY_NAME_SEOUL, 23.1, DISTRICT_INDUSTRIAL_ZONE, 190.9, 175
212, LOC_CITY_NAME_MBAMBA, 15.0, BUILDING_BROADCAST_CENTER, 39.0, 388
212, LOC_CITY_NAME_KWILA, 5.0, BUILDING_MUSEUM_ARTIFACT, 83.8, 194
212, LOC_CITY_NAME_MBWILA, 6.0, DISTRICT_COMMERCIAL_HUB, 18.0, 309
212, LOC_CITY_NAME_MPINDA, 8.0, BUILDING_ARENA, 37.8, 100
212, LOC_CITY_NAME_KWANGO, 11.0, DISTRICT_AQUEDUCT, 95.3, 197
212, LOC_CITY_NAME_MBANZA_NSUNDI, 58.7, BUILDING_STADIUM, 58.7, 442
212, LOC_CITY_NAME_KINCHASSA, 33.0, BUILDING_WALLS, 76.3, 53
212, LOC_CITY_NAME_MBANZA_MPANGU, 8.0, DISTRICT_COMMERCIAL_HUB, 109.6, 290
212, LOC_CITY_NAME_SANGA, 17.0, BUILDING_BROADCAST_CENTER, 92.6, 388
212, LOC_CITY_NAME_MBAMBA_LOVATA, 13.0, DISTRICT_THEATER, 237.2, 270
212, LOC_CITY_NAME_URUK, 204.2, BUILDING_ARMORY, 204.2, 130
212, LOC_CITY_NAME_UR, 189.5, UNIT_TRADER, 189.5, 107
212, LOC_CITY_NAME_JIAODONG, 146.6, BUILDING_STOCK_EXCHANGE, 146.6, 261
212, LOC_CITY_NAME_XIAN, 111.5, BUILDING_SEWER, 111.5, 134
212, LOC_CITY_NAME_ADAB, 157.8, BUILDING_POWER_PLANT, 157.8, 388
212, LOC_CITY_NAME_LAGASH, 91.2, UNIT_JET_BOMBER, 409.6, 469
212, LOC_CITY_NAME_SIPPAR, 64.6, BUILDING_POWER_PLANT, 164.1, 388
212, LOC_CITY_NAME_ERIDU, 53.2, DISTRICT_INDUSTRIAL_ZONE, 244.5, 361
212, LOC_CITY_NAME_AKSHAK, 17.1, DISTRICT_HARBOR, 80.1, 214
212, LOC_CITY_NAME_LARSA, 44.9, BUILDING_MILITARY_ACADEMY, 145.2, 261
212, LOC_CITY_NAME_URUK, 208.2, BUILDING_STOCK_EXCHANGE, 208.2, 261
212, LOC_CITY_NAME_NIDAROS, 127.9, UNIT_BOMBER, 470.7, 375
212, LOC_CITY_NAME_KRISTIANSAND, 25.5, BUILDING_ZOO, 286.4, 298
212, LOC_CITY_NAME_STAVANGER, 39.1, BUILDING_FACTORY, 177.2, 261
212, LOC_CITY_NAME_KABUL, 47.6, DISTRICT_INDUSTRIAL_ZONE, 114.8, 166
212, LOC_CITY_NAME_SKEDSMO, 51.0, BUILDING_AIRPORT, 153.0, 402
212, LOC_CITY_NAME_SKIEN, 25.5, BUILDING_BANK, 209.4, 194
212, LOC_CITY_NAME_OSLO, 45.5, BUILDING_HANGAR, 219.3, 311
212, LOC_CITY_NAME_AVALDSNES, 18.3, BUILDING_MILITARY_ACADEMY, 249.9, 261
212, LOC_CITY_NAME_GENEVA, 57.8, BUILDING_RESEARCH_LAB, 360.5, 388
212, LOC_CITY_NAME_ALESUND, 22.5, BUILDING_ARMORY, 146.5, 130
212, LOC_CITY_NAME_LONDON, 64.8, BUILDING_WORKSHOP, 170.8, 130
212, LOC_CITY_NAME_SHEFFIELD, 198.0, UNIT_MECHANIZED_INFANTRY, 1121.1, 979
212, LOC_CITY_NAME_BRISTOL, 201.3, UNIT_MECHANIZED_INFANTRY, 201.3, 979
212, LOC_CITY_NAME_BIRMINGHAM, 132.9, UNIT_MECHANIZED_INFANTRY, 769.6, 979
212, LOC_CITY_NAME_PLYMOUTH, 50.4, BUILDING_AIRPORT, 441.1, 402
212, LOC_CITY_NAME_LEEDS, 124.8, UNIT_SPY, 265.0, 402
212, LOC_CITY_NAME_KANDY, 45.0, BUILDING_STOCK_EXCHANGE, 103.2, 261
212, LOC_CITY_NAME_BRADFORD, 44.4, BUILDING_ARMORY, 130.8, 130
212, LOC_CITY_NAME_MANCHESTER, 63.0, PROJECT_MANHATTAN_PROJECT, 416.4, 670
212, LOC_CITY_NAME_PRESTON, 39.6, BUILDING_POWER_PLANT, 107.1, 388
212, LOC_CITY_NAME_LIVERPOOL, 11.1, UNIT_MECHANIZED_INFANTRY, 206.7, 435
212, LOC_CITY_NAME_PARIS, 127.4, UNIT_ARTILLERY, 127.4, 648
212, LOC_CITY_NAME_BORDEAUX, 105.6, UNIT_MECHANIZED_INFANTRY, 819.5, 979
212, LOC_CITY_NAME_LA_ROCHELLE, 81.4, BUILDING_STOCK_EXCHANGE, 157.9, 261
212, LOC_CITY_NAME_ROUEN, 83.0, UNIT_MECHANIZED_INFANTRY, 509.2, 979
212, LOC_CITY_NAME_NANTES, 48.1, BUILDING_STOCK_EXCHANGE, 215.1, 261
212, LOC_CITY_NAME_RENNES, 83.0, UNIT_SUBMARINE, 372.9, 723
212, LOC_CITY_NAME_MARSEILLE, 32.1, UNIT_ARCHAEOLOGIST, 276.5, 268
212, LOC_CITY_NAME_MOHENJO_DARO, 37.0, DISTRICT_HARBOR, 112.0, 361
212, LOC_CITY_NAME_TOULOUSE, 31.4, BUILDING_STOCK_EXCHANGE, 70.2, 261
212, LOC_CITY_NAME_RHEIMS, 102.0, BUILDING_BARRACKS, 102.0, 60
212, LOC_CITY_NAME_RIO_DE_JANEIRO, 93.1, BUILDING_HANGAR, 242.5, 311
212, LOC_CITY_NAME_FORTALEZA, 45.9, UNIT_ARCHAEOLOGIST, 189.8, 268
212, LOC_CITY_NAME_BELEM, 57.8, UNIT_MECHANIZED_INFANTRY, 318.5, 435
212, LOC_CITY_NAME_YEREVAN, 64.8, PROJECT_LAUNCH_EARTH_SATELLITE, 359.4, 603
212, LOC_CITY_NAME_SALVADOR, 28.5, BUILDING_STADIUM, 365.2, 442
212, LOC_CITY_NAME_MANAUS, 37.2, UNIT_TRADER, 37.2, 103
212, LOC_CITY_NAME_GUARULHOS, 86.3, BUILDING_MILITARY_ACADEMY, 334.5, 261
212, LOC_CITY_NAME_PORTO_ALEGRE, 121.3, UNIT_MECHANIZED_INFANTRY, 121.3, 979
212, LOC_CITY_NAME_SAO_LUIS, 43.9, UNIT_TRADER, 115.0, 103
212, LOC_CITY_NAME_NATAL, 55.5, BUILDING_AIRPORT, 331.4, 402
212, LOC_CITY_NAME_MACEIO, 20.3, DISTRICT_HARBOR, 75.7, 206
212, LOC_CITY_NAME_STOCKHOLM, 22.2, DISTRICT_INDUSTRIAL_ZONE, 223.8, 202
212, LOC_CITY_NAME_GOIANIA, 26.6, DISTRICT_HARBOR, 210.6, 202
212, LOC_CITY_NAME_CAMPINAS, 10.0, UNIT_MECHANIZED_INFANTRY, 106.2, 435
212, LOC_CITY_NAME_CAIRO, 112.8, DISTRICT_SPACEPORT, 573.8, 1206
212, LOC_CITY_NAME_BAGHDAD, 66.6, UNIT_BOMBER, 308.6, 375
212, LOC_CITY_NAME_HONG_KONG, 75.8, DISTRICT_HARBOR, 214.0, 156
212, LOC_CITY_NAME_MEDINA, 48.6, UNIT_SUBMARINE, 632.5, 723
212, LOC_CITY_NAME_ADEN, 52.2, DISTRICT_AERODROME, 148.0, 263
212, LOC_CITY_NAME_MECCA, 56.3, BUILDING_ARMORY, 56.3, 130
212, LOC_CITY_NAME_JEDDAH, 40.7, UNIT_BOMBER, 212.1, 375
212, LOC_CITY_NAME_HATTIN, 46.8, UNIT_MECHANIZED_INFANTRY, 177.3, 435
212, LOC_CITY_NAME_HOMS, 16.2, BUILDING_BANK, 124.3, 194
212, LOC_CITY_NAME_ZANZIBAR, 14.8, BUILDING_SEWER, 67.2, 134
212, LOC_CITY_NAME_BUENOS_AIRES, 4.5, BUILDING_SHIPYARD, 184.1, 194
212, LOC_CITY_NAME_NAN_MADOL, 44.6, UNIT_MECHANIZED_INFANTRY, 211.7, 435
212, LOC_CITY_NAME_PRESLAV, 14.4, UNIT_MECHANIZED_INFANTRY, 235.9, 435
212, LOC_CITY_NAME_LA_VENTA, 8.0, BUILDING_STAR_FORT, 136.0, 204
212, LOC_CITY_NAME_BANDAR_BRUNEI, 4.8, DISTRICT_NEIGHBORHOOD, 50.5, 273
212, LOC_CITY_NAME_VALLETTA, 2.4, UNIT_TRADER, 34.7, 89
212, LOC_CITY_NAME_AMSTERDAM, 2.6, UNIT_TRADER, 31.9, 87
212, LOC_CITY_NAME_VILNIUS, 36.5, UNIT_MECHANIZED_INFANTRY, 198.5, 435
212, LOC_CITY_NAME_HATTUSA, 16.8, UNIT_SUBMARINE, 240.1, 321
213, LOC_CITY_NAME_MBANZA_KONGO, 41.0, BUILDING_FACTORY, 158.0, 261
213, LOC_CITY_NAME_MBUMBI, 29.0, BUILDING_CASTLE, 100.9, 150
213, LOC_CITY_NAME_SEOUL, 42.1, BUILDING_WORKSHOP, 42.1, 130
213, LOC_CITY_NAME_MBAMBA, 15.0, BUILDING_BROADCAST_CENTER, 54.0, 388
213, LOC_CITY_NAME_KWILA, 5.0, BUILDING_MUSEUM_ARTIFACT, 88.8, 194
213, LOC_CITY_NAME_MBWILA, 6.0, DISTRICT_COMMERCIAL_HUB, 24.0, 309
213, LOC_CITY_NAME_MPINDA, 8.0, BUILDING_ARENA, 45.8, 100
213, LOC_CITY_NAME_KWANGO, 7.0, DISTRICT_AQUEDUCT, 102.3, 197
213, LOC_CITY_NAME_MBANZA_NSUNDI, 33.0, BUILDING_STADIUM, 91.7, 442
213, LOC_CITY_NAME_KINCHASSA, 54.3, DISTRICT_INDUSTRIAL_ZONE, 54.3, 194
213, LOC_CITY_NAME_MBANZA_MPANGU, 8.0, DISTRICT_COMMERCIAL_HUB, 117.6, 290
213, LOC_CITY_NAME_SANGA, 7.0, BUILDING_BROADCAST_CENTER, 99.6, 388
213, LOC_CITY_NAME_MBAMBA_LOVATA, 11.0, DISTRICT_THEATER, 248.2, 270
213, LOC_CITY_NAME_URUK, 102.6, BUILDING_STOCK_EXCHANGE, 310.8, 261
213, LOC_CITY_NAME_UR, 238.5, UNIT_JET_BOMBER, 238.5, 469
213, LOC_CITY_NAME_JIAODONG, 77.9, BUILDING_STOCK_EXCHANGE, 224.5, 261
213, LOC_CITY_NAME_XIAN, 101.3, UNIT_MODERN_ARMOR, 101.3, 1024
213, LOC_CITY_NAME_ADAB, 106.4, BUILDING_POWER_PLANT, 264.2, 388
