Game Turn, Player, Category, Target Type, Target Info, Unit Info, Extra
204, 2, AIR: Deploy, , , UNIT_FIGHTER (9175064), Move To: 21 14
204, 2, AIR: Deploy, , , UNIT_FIGHTER (10354715), Move To: 21 14
204, 2, AIR: Deploy, , , UNIT_FIGHTER (9240605), Move To: 21 14
204, 2, AIR: Deploy, , , UNIT_FIGHTER (11468837), Move To: 27 16
204, 2, AIR: Deploy, , , UNIT_BOMBER (11010066), Air Assault at: 23 18
204, 2, AIR: Deploy, , , UNIT_BOMBER (12255258), Air Assault at: 23 18
204, 2, HL: Move To Safety, , , UNIT_APOSTLE (9502751), Move To: 34 12
204, 2, HL: Move To Safety, , , UNIT_MISSIONARY (9895972), Move To: 37 12
204, 2, HL: Move Missionary, , , UNIT_MISSIONARY (11993098)
204, 2, HL: End Turn, , , UNIT_BUILDER (9568277)
204, 2, HL: End Turn, , , UNIT_MILITARY_ENGINEER (12058649)
204, 4, Leader Formation, , , UNIT_GREAT_ADMIRAL (8323117), 41 22
204, 4, Leader Formation, , , UNIT_GREAT_ADMIRAL (17301569), 41 22
204, 4, Leader Formation, , , UNIT_GREAT_GENERAL (12910665), 39 20
204, 4, AIR: Deploy, , , UNIT_BIPLANE (17760292), Move To: 41 20
204, 4, AIR: Deploy, , , UNIT_BIPLANE (13107240), Move To: 39 19
204, 4, AIR: Deploy, , , UNIT_BIPLANE (11796528), Move To: 39 19
204, 4, AIR: Deploy, , , UNIT_BIPLANE (10485810), Move To: 39 19
204, 4, AIR: Deploy, , , UNIT_BIPLANE (13762619), Move To: 39 19
204, 4, AIR: Deploy, , , UNIT_BIPLANE (11337791), Move To: 47 20
204, 4, Wander, , , UNIT_MECHANIZED_INFANTRY (18546698), Move To: 42 23
204, 4, Wander, , , UNIT_SUBMARINE (9961526), Move To: 35 38
204, 4, Wander, , , UNIT_SUBMARINE (15728704), Move To: 45 16
204, 4, Wander, , , UNIT_SUBMARINE (13566021), Move To: 45 16
204, 4, Wander, , , UNIT_MECHANIZED_INFANTRY (15925324), Move To: 44 17
204, 4, Wander, , , UNIT_MECHANIZED_INFANTRY (17563725), Move To: 37 19
204, 4, Wander, , , UNIT_MECHANIZED_INFANTRY (17432655), Move To: 42 20
204, 4, Wander, , , UNIT_MECHANIZED_INFANTRY (18808912), Move To: 39 20
204, 4, Wander, , , UNIT_MECHANIZED_INFANTRY (18743377), Move To: 43 21
204, 4, Wander, , , UNIT_ARTILLERY (17825852), Move To: 36 27
204, 5, Leader Formation, , , UNIT_GREAT_ADMIRAL (14090290), 51 17
204, 5, Leader Formation, , , UNIT_GREAT_GENERAL (11010114), 54 26
204, 5, AIR: Deploy, , , UNIT_FIGHTER (23658544), Move To: 55 14
204, 5, AIR: Deploy, , , UNIT_FIGHTER (23593009), Move To: 55 14
204, 5, AIR: Deploy, , , UNIT_FIGHTER (24707140), Move To: 55 14
204, 5, Wander, , , UNIT_SUBMARINE (14024708), Move To: 55 20
204, 5, Wander Back to City, , , UNIT_FRIGATE (10616841), Move To: 54 16
204, 5, Wander, , , UNIT_MECHANIZED_INFANTRY (25231387), Move To: 53 27
204, 5, Wander, , , UNIT_CAVALRY (22478880), Move To: 52 31
204, 5, Wander, , , UNIT_SUBMARINE (17891372), Move To: 55 20
204, 5, Wander, , , UNIT_SUBMARINE (19529779), Move To: 56 25
204, 5, Wander Back to City, , , UNIT_FRIGATE (8060989), Move To: 54 16
204, 5, Wander Back to City, , , UNIT_SUBMARINE (17432646), Move To: 50 25
204, 5, Wander, , , UNIT_SUBMARINE (18284616), Move To: 53 27
204, 5, Wander, , , UNIT_AT_CREW (20840521), Move To: 53 27
204, 5, Wander, , , UNIT_MECHANIZED_INFANTRY (24510552), Move To: 51 25
204, 5, Wander, , , UNIT_SUBMARINE (15007798), Move To: 50 28
204, 5, HL: Move Missionary, , , UNIT_MISSIONARY (22675473)
204, 5, HL: Move Missionary, , , UNIT_APOSTLE (24838202)
204, 5, HL: Explore fallback, , , UNIT_NATURALIST (24313943), Move To: 47 28
204, 5, HL: End Turn, , , UNIT_NATURALIST (24313943)
204, 6, Leader Formation, , , UNIT_GREAT_ADMIRAL (11730966), 22 29
204, 6, Move to safety, , , UNIT_BRAZILIAN_MINAS_GERAES (17301508), Current Danger: 219
204, 6, Move to safety, , , UNIT_BRAZILIAN_MINAS_GERAES (17301508), Current Danger: 122
204, 6, Move to safety, , , UNIT_BRAZILIAN_MINAS_GERAES (17301508), Current Danger: 122
204, 6, Move to safety, , , UNIT_BRAZILIAN_MINAS_GERAES (17301508), Current Danger: 219
204, 6, Move to safety, , , UNIT_BRAZILIAN_MINAS_GERAES (17301508), Current Danger: 219
204, 6, Move to safety, , , UNIT_BRAZILIAN_MINAS_GERAES (17301508), Current Danger: 185
204, 6, Move to safety, , , UNIT_BRAZILIAN_MINAS_GERAES (17301508), Current Danger: 122
204, 6, Move to safety, , , UNIT_BRAZILIAN_MINAS_GERAES (17301508), Current Danger: 334
204, 6, Promote, , , UNIT_BRAZILIAN_MINAS_GERAES (14942223), 
204, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (18677781), Move To: 22 23
204, 6, Wander Back to City, , , UNIT_FIELD_CANNON (20906007), Move To: 25 28
204, 6, Wander Back to City, , , UNIT_BRAZILIAN_MINAS_GERAES (5177378), Move To: 25 20
204, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (15335467), Move To: 34 21
204, 6, Wander Back to City, , , UNIT_BRAZILIAN_MINAS_GERAES (18284588), Move To: 31 20
204, 6, Wander Back to City, , , UNIT_BRAZILIAN_MINAS_GERAES (17825840), Move To: 31 20
204, 6, Wander Back to City, , , UNIT_BRAZILIAN_MINAS_GERAES (16121910), Move To: 31 20
204, 6, Wander, , , UNIT_FIELD_CANNON (20250692), Move To: 30 17
204, 6, Wander Back to City, , , UNIT_FIELD_CANNON (22151244), Move To: 32 16
204, 6, HL: Move To Safety, , , UNIT_APOSTLE (19202109), Move To: 30 27
204, 6, HL: Move Missionary, , , UNIT_MISSIONARY (17170432)
204, 6, HL: Move Missionary, , , UNIT_APOSTLE (13959176)
204, 6, HL: Move Missionary, , , UNIT_MISSIONARY (16842766)
204, 6, HL: Move Missionary, , , UNIT_MISSIONARY (20840484)
204, 6, HL: Move Missionary, , , UNIT_MISSIONARY (21102651)
204, 6, HL: Move Missionary, , , UNIT_MISSIONARY (21561417)
204, 6, HL: Build Improvement, , , UNIT_BUILDER, Move 34 24
204, 6, HL: End Turn, , , UNIT_BUILDER (21495880)
204, 7, Heal, , , UNIT_MUSKETMAN (19071069), 
204, 7, AIR: Deploy, , , UNIT_FIGHTER (13500491), Move To: 61 16
204, 7, Wander Back to City, , , UNIT_SUBMARINE (14417941), Move To: 61 11
204, 7, Wander, , , UNIT_ARABIAN_MAMLUK (6553628), Move To: 65 17
204, 7, Wander, , , UNIT_MUSKETMAN (15597597), Move To: 59 12
204, 7, Wander Back to City, , , UNIT_SUBMARINE (16973855), Move To: 61 11
204, 7, Wander, , , UNIT_MUSKETMAN (18808868), Move To: 61 4
204, 7, Wander, , , UNIT_ARABIAN_MAMLUK (7405616), Move To: 70 2
204, 7, Wander Back to City, , , UNIT_FRIGATE (7798835), Move To: 65 17
204, 7, Wander, , , UNIT_BOMBARD (12582970), Move To: 59 8
204, 7, Wander, , , UNIT_MUSKETMAN (18153532), Move To: 62 9
204, 7, Wander, , , UNIT_MUSKETMAN (19136577), Move To: 59 8
204, 7, Wander, , , UNIT_MUSKETMAN (12320835), Move To: 65 13
204, 7, Wander, , , UNIT_MUSKETMAN (13238346), Move To: 72 18
204, 7, Wander, , , UNIT_SUBMARINE (15925324), Move To: 72 15
204, 7, Wander Back to City, , , UNIT_SUBMARINE (15728719), Move To: 61 11
204, 7, Wander, , , UNIT_AT_CREW (19005520), Move To: 58 12
204, 7, Wander, , , UNIT_SUBMARINE (17301585), Move To: 64 13
204, 7, Wander, , , UNIT_MUSKETMAN (18677852), Move To: 64 13
204, 7, Wander, , , UNIT_ARCHER (2162696), Move To: 61 14
204, 7, Wander, , , UNIT_BOMBARD (10813486), Move To: 65 19
204, 7, HL: Move Missionary, , , UNIT_MISSIONARY (14745600)
204, 7, HL: Move Missionary, , , UNIT_MISSIONARY (16121873)
204, 7, HL: Move Missionary, , , UNIT_MISSIONARY (16384038)
204, 7, HL: Move Missionary, , , UNIT_MISSIONARY (14549034)
204, 7, HL: Move Missionary, , , UNIT_MISSIONARY (18939988)
204, 7, HL: Move Missionary, , , UNIT_MISSIONARY (17236053)
204, 7, HL: Move Missionary, , , UNIT_MISSIONARY (17432662)
204, 7, HL: Move Missionary, , , UNIT_MISSIONARY (17694810)
204, 7, HL: Explore fallback, , , UNIT_SCOUT (3407875), Move To: 83 42
204, 7, HL: End Turn, , , UNIT_SCOUT (3407875)
204, 7, HL: End Turn, , , UNIT_MILITARY_ENGINEER (15335502)
204, 9, Wander, , , UNIT_MUSKETMAN (1310721), Move To: 42 46
204, 9, Wander, , , UNIT_CROSSBOWMAN (1048579), Move To: 41 47
204, 9, Wander, , , UNIT_CROSSBOWMAN (983044), Move To: 44 50
204, 9, Wander, , , UNIT_NUCLEAR_SUBMARINE (1507334), Move To: 42 50
204, 10, Wander, , , UNIT_MUSKETMAN (1179648), Move To: 54 49
204, 10, Wander, , , UNIT_MUSKETMAN (1048577), Move To: 54 47
204, 10, Wander, , , UNIT_CROSSBOWMAN (786434), Move To: 58 48
204, 10, Wander, , , UNIT_CROSSBOWMAN (851972), Move To: 51 44
204, 10, Wander, , , UNIT_FRIGATE (1245190), Move To: 51 47
204, 10, Wander, , , UNIT_CROSSBOWMAN (917511), Move To: 53 47
204, 10, Wander, , , UNIT_AT_CREW (1376264), Move To: 56 44
204, 10, HL: End Turn, , , UNIT_BUILDER (1310723)
204, 12, Wander, , , UNIT_CROSSBOWMAN (1572866), Move To: 65 42
204, 12, Wander, , , UNIT_CROSSBOWMAN (1376259), Move To: 65 43
204, 14, HL: End Turn, , , UNIT_BUILDER (2686992)
204, 15, Wander, , , UNIT_SLINGER (655362), Move To: 51 5
204, 15, Wander, , , UNIT_WARRIOR (327683), Move To: 52 6
204, 15, Wander, , , UNIT_AT_CREW (1310725), Move To: 51 9
204, 15, Wander, , , UNIT_MUSKETMAN (1179654), Move To: 52 10
204, 15, HL: End Turn, , , UNIT_BUILDER (1114112)
204, 16, Wander, , , UNIT_CROSSBOWMAN (1507328), Move To: 48 37
204, 16, Wander, , , UNIT_BOMBARD (1441794), Move To: 44 33
204, 16, Wander, , , UNIT_MUSKETMAN (1638403), Move To: 43 30
204, 16, Wander, , , UNIT_MUSKETMAN (1703941), Move To: 48 40
204, 16, Wander, , , UNIT_MUSKETMAN (1572870), Move To: 42 32
204, 16, Wander, , , UNIT_MUSKETMAN (1376263), Move To: 45 34
204, 16, Wander, , , UNIT_CROSSBOWMAN (1310729), Move To: 44 31
204, 20, Wander, , , UNIT_KNIGHT (851968), Move To: 68 11
204, 20, Wander, , , UNIT_CROSSBOWMAN (1638401), Move To: 67 10
204, 20, HL: End Turn, , , UNIT_SETTLER (589826)
204, 21, Wander Back to City, , , UNIT_WARRIOR (262144), Move To: 72 9
204, 21, Wander Back to City, , , UNIT_CATAPULT (655362), Move To: 72 9
204, 21, Wander, , , UNIT_BOMBARD (1179653), Move To: 72 9
204, 21, Wander, , , UNIT_CROSSBOWMAN (1114118), Move To: 71 9
204, 21, Wander, , , UNIT_NUCLEAR_SUBMARINE (1376263), Move To: 77 8
204, 21, Wander, , , UNIT_NUCLEAR_SUBMARINE (1507336), Move To: 73 8
204, 21, HL: End Turn, , , UNIT_BUILDER (851971)
204, 22, Wander, , , UNIT_AT_CREW (1376256), Move To: 69 45
204, 22, Wander, , , UNIT_CATAPULT (720898), Move To: 72 42
204, 22, HL: End Turn, , , UNIT_BUILDER (1310725)
204, 24, Wander, , , UNIT_CROSSBOWMAN (1441794), Move To: 60 28
204, 24, Wander, , , UNIT_FRIGATE (1507331), Move To: 61 28
204, 24, Wander, , , UNIT_FRIGATE (1703944), Move To: 60 22
204, 24, HL: End Turn, , , UNIT_BUILDER (1638400)
204, 63, Barbarian Rampage, TARGET_HIGH_PRIORITY_UNIT, ?, UNIT_MECHANIZED_INFANTRY (15270120), 29:48
204, 63, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_MECHANIZED_INFANTRY (16711742), UNIT_MECHANIZED_INFANTRY (15335657), Expected Damage: 0, Move 28 48 Attack 29 48
204, 63, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_CATAPULT (7798796), UNIT_RANGER (15466731), Expected Damage: 0, Move 32 48 Attack 32 49
204, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_AT_CREW (15401194), AT: 32 47
205, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14221329), Move To: 42 13
205, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14155794), Move To: 33 6
205, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14745621), Move To: 42 13
205, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14286872), Move To: 47 9
205, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14680090), Move To: 31 12
205, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14614558), Move To: 33 6
205, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14549038), Move To: 42 13
205, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14352432), Move To: 41 15
205, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14417969), Move To: 48 12
205, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14483506), Move To: 33 6
205, 1, HL: Move To Safety, , , UNIT_SETTLER (9043988), Move To: 37 46
205, 1, HL: End Turn, , , UNIT_BUILDER (16384047)
205, 2, Move to safety, , , UNIT_BOMBER (11206658), Current Danger: 221
205, 2, Move to safety, , , UNIT_BOMBER (11206658), Current Danger: 221
205, 2, Move to safety, , , UNIT_BOMBER (11206658), Current Danger: 243
205, 2, Move to safety, , , UNIT_BOMBER (11206658), Current Danger: 243
205, 2, Move to safety, , , UNIT_BOMBER (11206658), Current Danger: 243
205, 2, Move to safety, , , UNIT_BOMBER (11206658), Current Danger: 221
205, 2, Promote, , , UNIT_BOMBER (12255258), 
205, 2, AIR: Deploy, , , UNIT_FIGHTER (12386316), Move To: 27 16
205, 2, AIR: Deploy, , , UNIT_FIGHTER (9175064), Move To: 21 14
205, 2, AIR: Deploy, , , UNIT_FIGHTER (10354715), Move To: 21 14
205, 2, AIR: Deploy, , , UNIT_FIGHTER (9240605), Move To: 21 14
205, 2, AIR: Deploy, , , UNIT_FIGHTER (11468837), Move To: 27 16
205, 2, AIR: Deploy, , , UNIT_BOMBER (11206658), Air Assault at: 30 17
205, 2, AIR: Deploy, , , UNIT_BOMBER (11010066), Air Assault at: 23 18
205, 2, AIR: Deploy, , , UNIT_BOMBER (11337750), Air Assault at: 30 17
205, 2, HL: Move To Safety, , , UNIT_APOSTLE (9502751), Move To: 35 12
205, 2, HL: Move To Safety, , , UNIT_MISSIONARY (9895972), Move To: 36 12
205, 2, HL: Move Missionary, , , UNIT_MISSIONARY (11993098)
205, 2, HL: End Turn, , , UNIT_BUILDER (9568277)
205, 4, Leader Formation, , , UNIT_GREAT_ADMIRAL (8323117), 41 22
205, 4, Leader Formation, , , UNIT_GREAT_ADMIRAL (17301569), 41 22
205, 4, Leader Formation, , , UNIT_GREAT_GENERAL (12910665), 37 19
205, 4, AIR: Deploy, , , UNIT_BIPLANE (17760292), Move To: 42 22
205, 4, AIR: Deploy, , , UNIT_BIPLANE (13107240), Move To: 39 19
205, 4, AIR: Deploy, , , UNIT_BIPLANE (11796528), Move To: 39 19
205, 4, AIR: Deploy, , , UNIT_BIPLANE (10485810), Move To: 39 19
205, 4, AIR: Deploy, , , UNIT_BIPLANE (13762619), Move To: 39 19
205, 4, AIR: Deploy, , , UNIT_BIPLANE (11337791), Move To: 47 20
205, 4, Wander, , , UNIT_MACHINE_GUN (19005443), Move To: 43 17
205, 4, Wander, , , UNIT_MECHANIZED_INFANTRY (18546698), Move To: 40 18
205, 4, Wander, , , UNIT_KNIGHT (5439525), Move To: 42 31
205, 4, Wander, , , UNIT_SUBMARINE (9961526), Move To: 35 38
205, 4, Wander, , , UNIT_ARTILLERY (17825852), Move To: 45 26
205, 4, Wander Back to City, , , UNIT_SUBMARINE (15728704), Move To: 45 16
205, 4, Wander Back to City, , , UNIT_SUBMARINE (13566021), Move To: 45 16
205, 4, Wander, , , UNIT_MECHANIZED_INFANTRY (15925324), Move To: 41 18
205, 4, Wander, , , UNIT_MECHANIZED_INFANTRY (17563725), Move To: 44 16
205, 4, Wander, , , UNIT_MECHANIZED_INFANTRY (17432655), Move To: 42 22
205, 4, Wander, , , UNIT_MECHANIZED_INFANTRY (18808912), Move To: 42 24
205, 4, Wander, , , UNIT_MECHANIZED_INFANTRY (18743377), Move To: 39 20
205, 5, Leader Formation, , , UNIT_GREAT_ADMIRAL (14090290), 51 17
205, 5, Leader Formation, , , UNIT_GREAT_GENERAL (11010114), 51 25
205, 5, AIR: Deploy, , , UNIT_FIGHTER (23658544), Move To: 55 14
205, 5, AIR: Deploy, , , UNIT_FIGHTER (23593009), Move To: 55 14
205, 5, AIR: Deploy, , , UNIT_FIGHTER (24707140), Move To: 55 14
205, 5, Wander, , , UNIT_MECHANIZED_INFANTRY (25362434), Move To: 49 27
205, 5, Wander Back to City, , , UNIT_SUBMARINE (14024708), Move To: 54 16
205, 5, Wander, , , UNIT_FRIGATE (10616841), Move To: 50 25
205, 5, Wander Back to City, , , UNIT_MECHANIZED_INFANTRY (25231387), Move To: 53 27
205, 5, Wander, , , UNIT_CAVALRY (22478880), Move To: 55 20
205, 5, Wander, , , UNIT_SUBMARINE (17891372), Move To: 55 20
205, 5, Wander, , , UNIT_MECHANIZED_INFANTRY (25296943), Move To: 56 32
205, 5, Wander, , , UNIT_SUBMARINE (19529779), Move To: 56 25
205, 5, Wander Back to City, , , UNIT_SUBMARINE (15007798), Move To: 54 16
205, 5, Wander, , , UNIT_MECHANIZED_INFANTRY (25624636), Move To: 56 25
205, 5, Wander, , , UNIT_FRIGATE (8060989), Move To: 50 25
205, 5, Wander, , , UNIT_SUBMARINE (17432646), Move To: 50 25
205, 5, Wander, , , UNIT_SUBMARINE (18284616), Move To: 56 25
205, 5, Wander, , , UNIT_AT_CREW (20840521), Move To: 57 23
205, 5, Wander, , , UNIT_MECHANIZED_INFANTRY (24510552), Move To: 53 27
205, 5, HL: Move Missionary, , , UNIT_MISSIONARY (22675473)
205, 5, HL: Move Missionary, , , UNIT_APOSTLE (24838202)
205, 5, HL: Explore fallback, , , UNIT_NATURALIST (24313943), Move To: 49 33
205, 5, HL: End Turn, , , UNIT_NATURALIST (24313943)
205, 6, Leader Formation, , , UNIT_GREAT_ADMIRAL (11730966), 16 31
205, 6, Move to safety, , , UNIT_BRAZILIAN_MINAS_GERAES (5177378), Current Danger: 219
205, 6, Move to safety, , , UNIT_BRAZILIAN_MINAS_GERAES (5177378), Current Danger: 219
205, 6, Move to safety, , , UNIT_BRAZILIAN_MINAS_GERAES (5177378), Current Danger: 270
205, 6, Move to safety, , , UNIT_BRAZILIAN_MINAS_GERAES (5177378), Current Danger: 115
205, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (17301508), Move To: 19 25
205, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (14942223), Move To: 21 18
205, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (18677781), Move To: 24 16
205, 6, Wander, , , UNIT_FIELD_CANNON (20906007), Move To: 27 33
205, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (20119577), Move To: 22 26
205, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (15335467), Move To: 34 23
205, 6, Wander Back to City, , , UNIT_BRAZILIAN_MINAS_GERAES (18284588), Move To: 31 20
205, 6, Wander Back to City, , , UNIT_BRAZILIAN_MINAS_GERAES (7798830), Move To: 25 20
205, 6, Wander Back to City, , , UNIT_BRAZILIAN_MINAS_GERAES (17825840), Move To: 31 20
205, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (12845107), Move To: 21 29
205, 6, Wander Back to City, , , UNIT_BRAZILIAN_MINAS_GERAES (16121910), Move To: 31 20
205, 6, Wander Back to City, , , UNIT_FIELD_CANNON (20447303), Move To: 26 32
205, 6, Wander, , , UNIT_FIELD_CANNON (21626954), Move To: 28 25
205, 6, HL: Move To Safety, , , UNIT_MISSIONARY (20840484), Move To: 26 32
205, 6, HL: Move To Safety, , , UNIT_APOSTLE (19202109), Move To: 31 29
205, 6, HL: Move To Safety, , , UNIT_MISSIONARY (21561417), Move To: 33 30
205, 6, HL: Move Missionary, , , UNIT_MISSIONARY (17170432)
205, 6, HL: Move Missionary, , , UNIT_APOSTLE (13959176)
205, 6, HL: Move Missionary, , , UNIT_MISSIONARY (16842766)
205, 6, HL: Move Missionary, , , UNIT_MISSIONARY (21102651)
205, 6, HL: Build Improvement, , , UNIT_MILITARY_ENGINEER, Move 27 17
205, 6, HL: Build Improvement, , , UNIT_BUILDER, Move 34 24
205, 7, AIR: Deploy, , , UNIT_FIGHTER (13500491), Move To: 61 16
205, 7, Wander Back to City, , , UNIT_SUBMARINE (14417941), Move To: 61 11
205, 7, Wander, , , UNIT_ARABIAN_MAMLUK (6553628), Move To: 64 17
205, 7, Wander, , , UNIT_MUSKETMAN (15597597), Move To: 56 12
205, 7, Wander Back to City, , , UNIT_SUBMARINE (16973855), Move To: 61 11
205, 7, Wander, , , UNIT_MUSKETMAN (18808868), Move To: 63 4
205, 7, Wander Back to City, , , UNIT_BOMBARD (10813486), Move To: 68 5
205, 7, Wander, , , UNIT_ARABIAN_MAMLUK (7405616), Move To: 66 4
205, 7, Wander, , , UNIT_MUSKETMAN (18153532), Move To: 65 12
205, 7, Wander, , , UNIT_MUSKETMAN (19136577), Move To: 59 8
205, 7, Wander, , , UNIT_MUSKETMAN (12320835), Move To: 64 12
205, 7, Wander, , , UNIT_MUSKETMAN (13238346), Move To: 71 18
205, 7, Wander, , , UNIT_AT_CREW (19005520), Move To: 57 11
205, 7, Wander Back to City, , , UNIT_SUBMARINE (17301585), Move To: 64 13
205, 7, Wander, , , UNIT_MUSKETMAN (18677852), Move To: 63 16
205, 7, Wander, , , UNIT_MUSKETMAN (19464289), Move To: 64 5
205, 7, Wander, , , UNIT_ARCHER (2162696), Move To: 58 12
205, 7, Wander, , , UNIT_SUBMARINE (16515095), Move To: 48 2
205, 7, Wander, , , UNIT_BOMBARD (12582970), Move To: 74 25
205, 7, Wander, , , UNIT_SUBMARINE (15073341), Move To: 59 3
205, 7, Wander, , , UNIT_SUBMARINE (18481247), Move To: 55 6
205, 7, HL: Move Missionary, , , UNIT_MISSIONARY (14745600)
205, 7, HL: Move Missionary, , , UNIT_MISSIONARY (16121873)
205, 7, HL: Move Missionary, , , UNIT_MISSIONARY (16384038)
205, 7, HL: Move Missionary, , , UNIT_MISSIONARY (14549034)
205, 7, HL: Move Missionary, , , UNIT_MISSIONARY (18939988)
205, 7, HL: Move Missionary, , , UNIT_MISSIONARY (17236053)
205, 7, HL: Move Missionary, , , UNIT_MISSIONARY (17432662)
205, 7, HL: Move Missionary, , , UNIT_MISSIONARY (17694810)
205, 7, HL: Explore fallback, , , UNIT_SCOUT (3407875), Move To: 80 37
205, 7, HL: End Turn, , , UNIT_SCOUT (3407875)
205, 7, HL: End Turn, , , UNIT_MILITARY_ENGINEER (15335502)
205, 9, Wander, , , UNIT_CROSSBOWMAN (1048579), Move To: 41 44
205, 9, Wander, , , UNIT_CROSSBOWMAN (983044), Move To: 43 49
205, 9, Wander, , , UNIT_NUCLEAR_SUBMARINE (1507334), Move To: 40 48
205, 10, Wander, , , UNIT_MUSKETMAN (1179648), Move To: 53 49
205, 10, Wander, , , UNIT_MUSKETMAN (1048577), Move To: 54 46
205, 10, Wander, , , UNIT_CROSSBOWMAN (786434), Move To: 56 48
205, 10, Wander, , , UNIT_CROSSBOWMAN (851972), Move To: 53 46
205, 10, Wander, , , UNIT_FRIGATE (1245190), Move To: 55 45
205, 10, Wander, , , UNIT_CROSSBOWMAN (917511), Move To: 57 46
205, 10, Wander, , , UNIT_AT_CREW (1376264), Move To: 57 46
205, 10, HL: End Turn, , , UNIT_BUILDER (1310723)
205, 12, Wander, , , UNIT_CROSSBOWMAN (1572866), Move To: 63 41
205, 12, Wander, , , UNIT_CROSSBOWMAN (1376259), Move To: 66 42
205, 15, Wander, , , UNIT_SLINGER (655362), Move To: 50 5
205, 15, Wander, , , UNIT_WARRIOR (327683), Move To: 51 5
205, 15, Wander, , , UNIT_AT_CREW (1310725), Move To: 49 11
205, 15, Wander, , , UNIT_MUSKETMAN (1179654), Move To: 51 11
205, 15, HL: End Turn, , , UNIT_BUILDER (1114112)
205, 16, Wander, , , UNIT_CROSSBOWMAN (1507328), Move To: 48 38
205, 16, Wander, , , UNIT_BOMBARD (1441794), Move To: 43 35
205, 16, Wander, , , UNIT_MUSKETMAN (1638403), Move To: 43 31
205, 16, Wander, , , UNIT_MUSKETMAN (1703941), Move To: 47 40
205, 16, Wander, , , UNIT_MUSKETMAN (1572870), Move To: 43 32
205, 16, Wander, , , UNIT_MUSKETMAN (1376263), Move To: 46 35
205, 16, Wander, , , UNIT_CROSSBOWMAN (1310729), Move To: 44 30
205, 20, Wander, , , UNIT_KNIGHT (851968), Move To: 70 11
205, 20, Wander, , , UNIT_CROSSBOWMAN (1638401), Move To: 69 11
205, 20, HL: End Turn, , , UNIT_SETTLER (589826)
205, 21, Wander Back to City, , , UNIT_WARRIOR (262144), Move To: 72 9
205, 21, Wander Back to City, , , UNIT_CATAPULT (655362), Move To: 72 9
205, 21, Wander, , , UNIT_BOMBARD (1179653), Move To: 73 12
205, 21, Wander, , , UNIT_CROSSBOWMAN (1114118), Move To: 71 7
205, 21, Wander, , , UNIT_NUCLEAR_SUBMARINE (1376263), Move To: 76 10
205, 21, Wander, , , UNIT_NUCLEAR_SUBMARINE (1507336), Move To: 75 7
205, 21, HL: End Turn, , , UNIT_BUILDER (851971)
205, 22, Wander, , , UNIT_AT_CREW (1376256), Move To: 69 42
205, 22, Wander, , , UNIT_CATAPULT (720898), Move To: 72 43
205, 22, HL: End Turn, , , UNIT_BUILDER (1310725)
205, 24, Wander, , , UNIT_CROSSBOWMAN (1441794), Move To: 60 27
205, 24, Wander, , , UNIT_FRIGATE (1507331), Move To: 60 30
205, 24, Wander, , , UNIT_FRIGATE (1703944), Move To: 62 22
205, 24, HL: End Turn, , , UNIT_BUILDER (1638400)
205, 63, Barbarian Rampage, TARGET_ENEMY_PASSIVE_DISTRICT, ?, UNIT_MECHANIZED_INFANTRY (15335657), 34:38
205, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_AT_CREW (15401194), AT: 32 47
205, 63, HL: Explore tertiary regions, , , UNIT_RANGER (15466731), Move To: 43 40
205, 63, HL: End Turn, , , UNIT_RANGER (15466731)
206, 1, AIR: Rebase, , , UNIT_JET_FIGHTER (14680090), Move To: 31 8
206, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14221329), Move To: 42 13
206, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14155794), Move To: 33 6
206, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14745621), Move To: 42 13
206, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14286872), Move To: 47 7
206, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14614558), Move To: 33 6
206, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14549038), Move To: 42 13
